period_start,plant_total_electricity_kwh,plant_total_carbon_kg,outside_plant_electricity_kwh,outside_plant_carbon_kg,inside_plant_electricity_kwh,inside_plant_carbon_kg,intake_electricity_kwh,intake_carbon_kg,supply_electricity_kwh,supply_carbon_kg,outside_plant_share,inside_plant_share,intake_share,supply_share
2026-04-19 00:00:00+00:00,156593.9635893731,82540.67820795857,154525.40374810327,81450.34031562523,2068.5598412698414,1090.3378923333337,154343.00374876993,81354.19727597664,182.3999993333333,96.1430396486,0.9867902964210414,0.0132097035789585,0.9856255005684272,0.0011647958526142
2026-04-26 00:00:00+00:00,184486.00857818185,97242.57512155962,182524.24720252043,96208.53070044852,1961.761375661376,1034.0444211111112,162666.74604185377,85741.64183866112,19857.501160666667,10466.8888617874,0.9893663406196463,0.0106336593803535,0.8817294454767206,0.1076368951429258
2026-05-03 00:00:00+00:00,199599.1240958238,105208.69831090872,197645.26250852225,104178.81786824208,1953.8615873015876,1029.8804426666668,160334.7900145222,84512.46781665467,37310.472494,19666.3500515874,0.9902110713353454,0.0097889286646547,0.8032840361441089,0.1869270351912363
2026-05-10 00:00:00+00:00,178778.98612926507,94234.4035887356,176816.6410499,93200.05149740228,1962.3450793650795,1034.3520913333334,154237.1751959,81298.41504575888,22579.465854,11901.6364516434,0.9890236256405088,0.010976374359491,0.8627254160865402,0.1262982095539688
2026-05-17 00:00:00+00:00,2286.066984126984,1204.9859073333332,2262.0,1192.3002,24.066984126984128,12.685707333333337,2262.0,1192.3002,0.0,0.0,0.9894723189241216,0.0105276810758784,0.9894723189241216,0.0
