period_start,process_stage,stage_total_carbon_kg,plant_total_carbon_kg,stage_share_of_plant
2026-04-19 00:00:00+00:00,01_原水取水段,81452.51275354464,82710.2062251099,0.9847939749038682
2026-04-19 00:00:00+00:00,04_混凝沉淀,556.6176000000002,82710.2062251099,0.0067297329483748
2026-04-19 00:00:00+00:00,03_预处理,278.1964265833334,82710.2062251099,0.0033635078339204
2026-04-19 00:00:00+00:00,06_深度处理,156.98092200000002,82710.2062251099,0.0018979631313304
2026-04-19 00:00:00+00:00,05_过滤,113.32064333333332,82710.2062251099,0.0013700926222443
2026-04-19 00:00:00+00:00,02_供水段,96.1430396486,82710.2062251099,0.001162408414107
2026-04-19 00:00:00+00:00,07_污泥处理,56.43484,82710.2062251099,0.0006823201461546
2026-04-26 00:00:00+00:00,07_污泥处理,0.0,97695.33178887988,0.0
2026-04-26 00:00:00+00:00,05_过滤,116.6534771111111,97695.33178887988,0.0011940537482712
2026-04-26 00:00:00+00:00,06_深度处理,154.56680400000002,97695.33178887988,0.0015821309080972
2026-04-26 00:00:00+00:00,02_供水段,10466.8888617874,97695.33178887988,0.1071380655567699
2026-04-26 00:00:00+00:00,03_预处理,559.3341975000001,97695.33178887988,0.0057252909351771
2026-04-26 00:00:00+00:00,01_原水取水段,85842.36144348138,97695.33178887988,0.8786741379719878
2026-04-26 00:00:00+00:00,04_混凝沉淀,555.5270050000001,97695.33178887988,0.0056863208796966
2026-05-03 00:00:00+00:00,05_过滤,117.95678066666666,105754.256211149,0.001115385658154
2026-05-03 00:00:00+00:00,07_污泥处理,0.0,105754.256211149,0.0
2026-05-03 00:00:00+00:00,06_深度处理,148.294314,105754.256211149,0.0014022538601559
2026-05-03 00:00:00+00:00,04_混凝沉淀,556.6176000000002,105754.256211149,0.0052633115672305
2026-05-03 00:00:00+00:00,03_预处理,653.3146855000001,105754.256211149,0.0061776680098396
2026-05-03 00:00:00+00:00,02_供水段,19666.3500515874,105754.256211149,0.1859627286519944
2026-05-03 00:00:00+00:00,01_原水取水段,84611.72277939493,105754.256211149,0.8000786522526254
2026-05-10 00:00:00+00:00,07_污泥处理,0.0,94759.83031545082,0.0
2026-05-10 00:00:00+00:00,06_深度处理,154.37704800000003,94759.83031545082,0.0016291401903748
2026-05-10 00:00:00+00:00,04_混凝沉淀,554.04987,94759.83031545082,0.0058468854171181
2026-05-10 00:00:00+00:00,05_过滤,119.24173333333331,94759.83031545082,0.0012583573961285
2026-05-10 00:00:00+00:00,02_供水段,11901.6364516434,94759.83031545082,0.125597908016756
2026-05-10 00:00:00+00:00,01_原水取水段,81394.30889747408,94759.83031545082,0.8589537214927088
2026-05-10 00:00:00+00:00,03_预处理,636.216315,94759.83031545082,0.0067139874869136
2026-05-17 00:00:00+00:00,02_供水段,0.0,1210.7864289749334,0.0
2026-05-17 00:00:00+00:00,01_原水取水段,1193.5809716416002,1210.7864289749334,0.985789849537792
2026-05-17 00:00:00+00:00,03_预处理,7.62964,1210.7864289749334,0.006301392068343
2026-05-17 00:00:00+00:00,04_混凝沉淀,6.626400000000001,1210.7864289749334,0.0054728066332969
2026-05-17 00:00:00+00:00,06_深度处理,1.9045880000000004,1210.7864289749334,0.0015730173005097
2026-05-17 00:00:00+00:00,05_过滤,1.0448293333333332,1210.7864289749334,0.0008629344600582
2026-05-17 00:00:00+00:00,07_污泥处理,0.0,1210.7864289749334,0.0
