period_start,process_stage,process_unit,electric_carbon_kg,chemical_carbon_kg,unit_total_carbon_kg,stage_total_carbon_kg,plant_total_carbon_kg,unit_share_within_stage,unit_share_of_plant
2025-06-30 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,477.2361216158192,0.0,477.2361216158192,477.2361216158192,474296.7328938663,1.0,0.0010061973623643
2025-07-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,372.28693594686905,0.0,372.28693594686905,372.28693594686905,343691.86097418,1.0,0.0010831997443629
2025-08-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,501.918676,0.0,501.918676,501.918676,448305.6030836539,1.0,0.001119590459159
2025-09-30 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,468.0721324143126,0.0,468.0721324143126,468.0721324143126,453432.3430816798,1.0,0.0010322866014213
2025-10-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,509.7458672196767,0.0,509.7458672196767,509.7458672196767,381164.70637247065,1.0,0.0013373375307249
2025-11-30 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,426.5739069443948,0.0,426.5739069443948,426.5739069443948,391272.5898117852,1.0,0.001090221799461
2025-12-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,501.4517044444444,0.0,501.4517044444444,501.4517044444444,603179.6753655607,1.0,0.0008313471506488
2026-01-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,503.4726448888889,0.0,503.4726448888889,503.4726448888889,484231.409960511,1.0,0.0010397356192361
2026-02-28 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,458.08230688888887,0.0,458.08230688888887,458.08230688888887,287859.30099399603,1.0,0.0015913409964767
2026-03-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,490.3714909170371,0.0,490.3714909170371,490.3714909170371,566242.582195959,1.0,0.0008660095625717
2026-04-30 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,482.9016888888888,0.0,482.9016888888888,482.9016888888888,460289.082408887,1.0,0.0010491269668219
2026-05-31 00:00:00+00:00,05_过滤,过滤_砂滤反冲洗泵房,169.34551666666664,0.0,169.34551666666664,169.34551666666664,137916.04252843573,1.0,0.0012278884570788
