hour,O3_PRE_L1_raw_value,O3_PRE_L1_chemical_kg,O3_PRE_L1_carbon_kg,O3_PRE_L2_raw_value,O3_PRE_L2_chemical_kg,O3_PRE_L2_carbon_kg,O3_PRE_L3_raw_value,O3_PRE_L3_chemical_kg,O3_PRE_L3_carbon_kg,O3_PRE_L4_raw_value,O3_PRE_L4_chemical_kg,O3_PRE_L4_carbon_kg,unit_total_chemical_kg,unit_total_carbon_kg
2026-05-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
