hour,KJSH_P1_runtime_h,KJSH_P1_power_kW,KJSH_P1_energy_kWh,KJSH_P1_carbon_kg,KJSH_P2_runtime_h,KJSH_P2_power_kW,KJSH_P2_energy_kWh,KJSH_P2_carbon_kg,KJSH_P3_runtime_h,KJSH_P3_power_kW,KJSH_P3_energy_kWh,KJSH_P3_carbon_kg,PAC_JLB1_runtime_h,PAC_JLB1_power_kW,PAC_JLB1_energy_kWh,PAC_JLB1_carbon_kg,PAC_JLB2_runtime_h,PAC_JLB2_power_kW,PAC_JLB2_energy_kWh,PAC_JLB2_carbon_kg,PAC_JLB3_runtime_h,PAC_JLB3_power_kW,PAC_JLB3_energy_kWh,PAC_JLB3_carbon_kg,PAC_JLB4_runtime_h,PAC_JLB4_power_kW,PAC_JLB4_energy_kWh,PAC_JLB4_carbon_kg,PAC_JLB5_runtime_h,PAC_JLB5_power_kW,PAC_JLB5_energy_kWh,PAC_JLB5_carbon_kg,PAC_JLB6_runtime_h,PAC_JLB6_power_kW,PAC_JLB6_energy_kWh,PAC_JLB6_carbon_kg,PAC_JLB7_runtime_h,PAC_JLB7_power_kW,PAC_JLB7_energy_kWh,PAC_JLB7_carbon_kg,PAC_JLB8_runtime_h,PAC_JLB8_power_kW,PAC_JLB8_energy_kWh,PAC_JLB8_carbon_kg,unit_total_energy_kWh,unit_total_carbon_kg
2026-05-10 13:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 14:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 15:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 16:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 17:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,0.9833333333333332,0.3428571428571428,0.3371428571428571,0.177708,0.9833333333333332,0.3428571428571428,0.3371428571428571,0.177708,0.0,0.3428571428571428,0.0,0.0,2.045714285714286,1.078296
2026-05-10 18:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 19:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 20:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 21:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 22:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-10 23:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-11 00:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
2026-05-11 01:00:00+00:00,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,0.0,1.7142857142857144,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,1.0,0.3428571428571428,0.3428571428571428,0.18072,1.0,0.3428571428571428,0.3428571428571428,0.18072,0.0,0.3428571428571428,0.0,0.0,2.0571428571428574,1.0843200000000002
