period_start,process_stage,process_unit,electric_carbon_kg,chemical_carbon_kg,unit_total_carbon_kg,stage_total_carbon_kg,plant_total_carbon_kg,unit_share_within_stage,unit_share_of_plant
2026-04-19 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,65421.46666703751,0.0,65421.46666703751,81452.51275354464,82710.2062251099,0.8031853709042329,0.7909721139974172
2026-04-19 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,15932.730608939126,0.0,15932.730608939126,81452.51275354464,82710.2062251099,0.1956076009238372,0.1926331868351952
2026-04-19 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,98.315477568,98.315477568,81452.51275354464,82710.2062251099,0.0012070281719298,0.0011886740712557
2026-04-26 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,74589.384560605,0.0,74589.384560605,85842.36144348138,97695.33178887988,0.8689111448747209,0.7634897511970484
2026-04-26 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,11152.257278056111,0.0,11152.257278056111,85842.36144348138,97695.33178887988,0.1299155462469279,0.1141534306076793
2026-04-26 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,100.71960482026668,100.71960482026668,85842.36144348138,97695.33178887988,0.0011733088783511,0.00103095616726
2026-05-03 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,81825.01718820244,0.0,81825.01718820244,84611.72277939493,105754.256211149,0.9670647813370004,0.7737278868930871
2026-05-03 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,2687.450628452222,0.0,2687.450628452222,84611.72277939493,105754.256211149,0.0317621547011767,0.0254122219259568
2026-05-03 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,99.25496274026666,99.25496274026666,84611.72277939493,105754.256211149,0.001173063961823,0.0009385434335814
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,81240.12445094717,0.0,81240.12445094717,81394.30889747408,94759.83031545082,0.9981057097404546,0.8573266138246849
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,95.8938517152,95.8938517152,81394.30889747408,94759.83031545082,0.0011781395163142,0.0010119673219757
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,58.290594811715,0.0,58.290594811715,81394.30889747408,94759.83031545082,0.0007161507432311,0.0006151403460481
2026-05-17 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,1192.3002,0.0,1192.3002,1193.5809716416002,1210.7864289749334,0.998926950351899,0.984732048086644
2026-05-17 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,1.2807716416,1.2807716416,1193.5809716416002,1210.7864289749334,0.0010730496481009,0.001057801451148
2026-05-17 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,1193.5809716416002,1210.7864289749334,0.0,0.0
