period_start,process_stage,process_unit,electric_carbon_kg,chemical_carbon_kg,unit_total_carbon_kg,stage_total_carbon_kg,plant_total_carbon_kg,unit_share_within_stage,unit_share_of_plant
2026-05-05 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,12478.3268744444,0.0,12478.3268744444,12492.394869683869,15501.78279354674,0.9988738752347952,0.8049607610060838
2026-05-05 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,14.067995239466669,14.067995239466669,12492.394869683869,15501.78279354674,0.0011261247652046,0.000907508215463
2026-05-05 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,12492.394869683869,15501.78279354674,0.0,0.0
2026-05-06 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,11472.0624968972,0.0,11472.0624968972,11485.827059113732,12904.32848584431,0.9988016046083846,0.8890088708979885
2026-05-06 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,13.764562216533331,13.764562216533331,11485.827059113732,12904.32848584431,0.0011983953916153,0.0010666624173146
2026-05-06 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,11485.827059113732,12904.32848584431,0.0,0.0
2026-05-07 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,11968.010362772386,0.0,11968.010362772386,11981.71657162572,15795.426912108507,0.9988560730199718,0.7576883125329086
2026-05-07 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,13.706208853333331,13.706208853333331,11981.71657162572,15795.426912108507,0.0011439269800281,0.0008677327260351
2026-05-07 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,11981.71657162572,15795.426912108507,0.0,0.0
2026-05-08 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,13.268558500266666,13.268558500266666,10570.526233569091,12212.822479595108,0.0012552410548993,0.0010864448838452
2026-05-08 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,58.290594811715,0.0,58.290594811715,10570.526233569091,12212.822479595108,0.0055144458775004,0.0047729011789949
2026-05-08 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,10498.967080257107,0.0,10498.967080257107,10570.526233569091,12212.822479595108,0.9932303130676,0.8596675418641786
2026-05-09 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,11515.844631732234,0.0,11515.844631732234,11529.154036863967,11742.09661047508,0.998845587014522,0.9807315519324712
2026-05-09 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,13.309405131733334,13.309405131733334,11529.154036863967,11742.09661047508,0.0011544129854781,0.001133477740241
2026-05-09 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,11529.154036863967,11742.09661047508,0.0,0.0
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,11180.722598225257,0.0,11180.722598225257,11194.049513444455,11400.294635555569,0.9988094643316348,0.9807397927553992
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,13.3269152192,13.3269152192,11194.049513444455,11400.294635555569,0.001190535668365,0.0011689974378061
2026-05-10 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,11194.049513444455,11400.294635555569,0.0,0.0
2026-05-11 00:00:00+00:00,01_原水取水段,原水取水_原水提升泵房,1192.3002,0.0,1192.3002,1193.5809716416002,1210.7864289749334,0.998926950351899,0.984732048086644
2026-05-11 00:00:00+00:00,01_原水取水段,原水取水_次氯酸钠间,0.0,1.2807716416,1.2807716416,1193.5809716416002,1210.7864289749334,0.0010730496481009,0.001057801451148
2026-05-11 00:00:00+00:00,01_原水取水段,原水取水_取水泵站,0.0,0.0,0.0,1193.5809716416002,1210.7864289749334,0.0,0.0
