hour,SLC_WP1_runtime_h,SLC_WP1_power_kW,SLC_WP1_energy_kWh,SLC_WP1_carbon_kg,SLC_WP2_runtime_h,SLC_WP2_power_kW,SLC_WP2_energy_kWh,SLC_WP2_carbon_kg,SLC_WP3_runtime_h,SLC_WP3_power_kW,SLC_WP3_energy_kWh,SLC_WP3_carbon_kg,SLC_WP4_runtime_h,SLC_WP4_power_kW,SLC_WP4_energy_kWh,SLC_WP4_carbon_kg,SLC_FAN1_runtime_h,SLC_FAN1_power_kW,SLC_FAN1_energy_kWh,SLC_FAN1_carbon_kg,SLC_FAN2_runtime_h,SLC_FAN2_power_kW,SLC_FAN2_energy_kWh,SLC_FAN2_carbon_kg,SLC_FAN3_runtime_h,SLC_FAN3_power_kW,SLC_FAN3_energy_kWh,SLC_FAN3_carbon_kg,unit_total_energy_kWh,unit_total_carbon_kg
2026-05-10 02:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0666666666666666,3.733333333333333,0.2488888888888888,0.1311893333333333,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.2488888888888888,0.1311893333333333
2026-05-10 03:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2026-05-10 04:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.15,3.733333333333333,0.5599999999999999,0.295176,0.0666666666666666,3.733333333333333,0.2488888888888888,0.1311893333333333,0.05,3.733333333333333,0.1866666666666666,0.098392,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,0.0,5.555555555555555,0.0,0.0,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,2.1066666666666665,1.110424
2026-05-10 05:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2026-05-10 06:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2026-05-10 07:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2026-05-10 08:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.2833333333333333,3.733333333333333,1.0577777777777777,0.5575546666666666,0.1333333333333333,3.733333333333333,0.4977777777777777,0.2623786666666666,0.0833333333333333,3.733333333333333,0.311111111111111,0.1639866666666666,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,0.2,5.555555555555555,1.1111111111111112,0.5856666666666667,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,4.088888888888889,2.155253333333333
2026-05-10 09:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.15,3.733333333333333,0.5599999999999999,0.295176,0.0666666666666666,3.733333333333333,0.2488888888888888,0.1311893333333333,0.05,3.733333333333333,0.1866666666666666,0.098392,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,0.0,5.555555555555555,0.0,0.0,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,2.1066666666666665,1.110424
2026-05-10 10:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.1333333333333333,3.733333333333333,0.4977777777777777,0.2623786666666666,0.0666666666666666,3.733333333333333,0.2488888888888888,0.1311893333333333,0.0333333333333333,3.733333333333333,0.1244444444444444,0.0655946666666666,0.0,5.555555555555555,0.0,0.0,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,0.1,5.555555555555555,0.5555555555555556,0.2928333333333333,1.9822222222222223,1.0448293333333332
2026-05-10 11:00:00+00:00,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,3.733333333333333,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
