scope周日期,匹配水处理周结束日期,总碳排放_kgCO2e,水处理量_m3,光伏发电量_kWh,光伏减排量_tCO2,光伏减排量_kgCO2,单位水处理碳排强度_kgCO2e_per_m3,单位水处理光伏减排强度_kgCO2_per_m3,扣减光伏后单位水处理强度_kgCO2e_per_m3,单位水处理碳排强度_tCO2e_per_万m3,单位水处理光伏减排量_tCO2_per_万m3,扣减光伏后单位水处理强度_tCO2e_per_万m3
2026-04-19 00:00:00+00:00,2024-04-22,84683.43286793826,2426813.912370203,16293.82180757614,0.6680466941106218,668.0466941106217,0.03489490168005105,0.000275277264031406,0.034619624416019644,0.3489490168005105,0.00275277264031406,0.34619624416019645
2026-04-26 00:00:00+00:00,2024-04-29,99668.55843191213,2451384.7790122232,14996.133301963178,0.6148414653804903,614.8414653804904,0.04065806367292254,0.00025081393612480475,0.04040724973679773,0.4065806367292254,0.0025081393612480475,0.40407249736797735
2026-05-03 00:00:00+00:00,2024-05-06,106924.42524897,2477029.7205460398,21930.762374442427,0.8991612573521395,899.1612573521395,0.04316638769493627,0.0003629997855471541,0.04280338790938912,0.4316638769493627,0.003629997855471541,0.4280338790938912
2026-05-10 00:00:00+00:00,2024-05-13,94859.25586668975,2443856.328724956,22450.3806964664,0.9204656085551224,920.4656085551223,0.03881539792324088,0.00037664473059893864,0.03843875319264194,0.3881539792324088,0.0037664473059893866,0.38438753192641945
2026-05-17 00:00:00+00:00,2024-05-20,1224.1875180430006,2464877.588659249,19537.65522498109,0.8010438642242247,801.0438642242246,0.0004966524600148147,0.00032498322347112836,0.00017166923654368644,0.004966524600148147,0.0032498322347112836,0.0017166923654368645
