hour,YCY_GS1_runtime_h,YCY_GS1_power_kW,YCY_GS1_energy_kWh,YCY_GS1_carbon_kg,ZYB1_runtime_h,ZYB1_power_kW,ZYB1_energy_kWh,ZYB1_carbon_kg,ZYB2_runtime_h,ZYB2_power_kW,ZYB2_energy_kWh,ZYB2_carbon_kg,ZYB3_runtime_h,ZYB3_power_kW,ZYB3_energy_kWh,ZYB3_carbon_kg,ZYB4_runtime_h,ZYB4_power_kW,ZYB4_energy_kWh,ZYB4_carbon_kg,ZYB5_runtime_h,ZYB5_power_kW,ZYB5_energy_kWh,ZYB5_carbon_kg,YCYPHQ1_runtime_h,YCYPHQ1_power_kW,YCYPHQ1_energy_kWh,YCYPHQ1_carbon_kg,YCYPHQ2_runtime_h,YCYPHQ2_power_kW,YCYPHQ2_energy_kWh,YCYPHQ2_carbon_kg,unit_total_energy_kWh,unit_total_carbon_kg
2026-05-05 00:00:00+00:00,3.2,51.42857142857143,6.857142857142857,3.6144,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.857142857142857,3.6144
2026-05-06 00:00:00+00:00,2.8,51.42857142857143,6.0,3.1626,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.0,3.1626
2026-05-07 00:00:00+00:00,3.25,51.42857142857143,6.9642857142857135,3.670875,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.9642857142857135,3.670875
2026-05-08 00:00:00+00:00,3.25,51.42857142857143,6.9642857142857135,3.670875,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.9642857142857135,3.670875
2026-05-09 00:00:00+00:00,3.0,51.42857142857143,6.428571428571428,3.3885,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.428571428571428,3.3885
2026-05-10 00:00:00+00:00,3.25,51.42857142857143,6.9642857142857135,3.670875,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,182.32044198895028,0.0,0.0,0.0,606.060606060606,0.0,0.0,0.0,606.060606060606,0.0,0.0,6.9642857142857135,3.670875
2026-05-11 00:00:00+00:00,0.8333333333333334,4.285714285714286,1.7857142857142858,0.94125,0.0,15.193370165745856,0.0,0.0,0.0,15.193370165745856,0.0,0.0,0.0,15.193370165745856,0.0,0.0,0.0,15.193370165745856,0.0,0.0,0.0,15.193370165745856,0.0,0.0,0.0,50.505050505050505,0.0,0.0,0.0,50.505050505050505,0.0,0.0,1.7857142857142858,0.94125
