summary_period,source_file,summary_level,process_stage,process_unit,row_count,start_time,end_time,electric_carbon_kg_sum,chemical_carbon_kg_sum,unit_total_carbon_kg_sum,stage_total_carbon_kg_latest,plant_total_carbon_kg_latest,unit_share_within_stage_avg,unit_share_of_plant_avg
latest_24h_hourly,hourly.csv,detail,02_供水段,清水处理_送水泵房,24,2026-05-10 02:00:00+00:00,2026-05-11 01:00:00+00:00,0.0,0.0,0.0,0.0,597.383411888,,0.0
latest_24h_hourly,hourly.csv,total,TOTAL,TOTAL,24,2026-05-10 02:00:00+00:00,2026-05-11 01:00:00+00:00,0.0,0.0,0.0,0.0,597.383411888,,0.0
latest_7d_daily,daily.csv,detail,02_供水段,清水处理_送水泵房,7,2026-05-05 00:00:00+00:00,2026-05-11 00:00:00+00:00,9037.434872046699,0.0,9037.434872046699,0.0,1210.7864289749334,1.0,0.08847016349314137
latest_7d_daily,daily.csv,total,TOTAL,TOTAL,7,2026-05-05 00:00:00+00:00,2026-05-11 00:00:00+00:00,9037.434872046699,0.0,9037.434872046699,0.0,1210.7864289749334,1.0,0.08847016349314137
latest_5w_weekly,weekly.csv,detail,02_供水段,清水处理_送水泵房,5,2026-04-19 00:00:00+00:00,2026-05-17 00:00:00+00:00,42131.0184046668,0.0,42131.0184046668,0.0,1210.7864289749334,1.0,0.08397222212792546
latest_5w_weekly,weekly.csv,total,TOTAL,TOTAL,5,2026-04-19 00:00:00+00:00,2026-05-17 00:00:00+00:00,42131.0184046668,0.0,42131.0184046668,0.0,1210.7864289749334,1.0,0.08397222212792546
latest_12m_monthly,monthly.csv,detail,02_供水段,清水处理_送水泵房,12,2025-06-30 00:00:00+00:00,2026-05-31 00:00:00+00:00,389452.7251251463,0.0,389452.7251251463,18862.9316779981,137916.04252843573,1.0,0.07435680448460068
latest_12m_monthly,monthly.csv,total,TOTAL,TOTAL,12,2025-06-30 00:00:00+00:00,2026-05-31 00:00:00+00:00,389452.7251251463,0.0,389452.7251251463,18862.9316779981,137916.04252843573,1.0,0.07435680448460068
